,Province/States,Country/Region,WHO region,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020
198,,Falkland Islands (Malvinas),Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
199,,Turks and Caicos Islands,Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
200,,Montserrat,Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
201,,British Virgin Islands,Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
202,,Saint Barth??lemy,Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
203,,"Bonaire, Sint Eustatius and Saba",Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
204,,Anguilla,Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
205,,Saint Pierre and Miquelon,Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
206,,South Africa,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,7.0,7.0,13.0,17.0,17.0,38.0,51.0,62.0,62.0,116.0,150.0,205.0,240.0,274.0,402.0,554.0,709.0,927.0,1170.0,1187.0,1280.0,1326.0,1353.0,1380.0,1462.0,1505.0,1585.0,1655.0,1686.0,1749.0,1845.0,1934.0,2003.0,2028.0,2173.0,2272.0,2415.0,2506.0,2605.0,2783.0,3034.0,3158.0,3300.0,3465.0,3635.0,3953.0,4220.0,4361.0,4546.0,4793.0,4996.0,5350.0,5647.0,5951.0,6336.0,6783.0,7220.0,7439.0,7808.0,8232.0,8895.0,9420.0,10015.0,10652.0,11350.0,12074.0,12739.0,13524.0,14355.0,15515.0,16433.0,17200.0,18003.0,19137.0,20125.0,21343.0,22583.0,23615.0,24264.0,25937.0,27403.0,29240.0,30967.0,32683.0,34357.0
207,,Nigeria,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,25.0,2.0,2.0,2.0,2.0,2.0,8.0,12.0,12.0,22.0,22.0,22.0,42.0,46.0,65.0,65.0,65.0,65.0,111.0,111.0,139.0,174.0,190.0,210.0,208.0,232.0,254.0,276.0,288.0,305.0,318.0,323.0,343.0,343.0,373.0,373.0,373.0,373.0,541.0,541.0,541.0,541.0,981.0,1095.0,1182.0,1273.0,1337.0,1337.0,1532.0,1932.0,2170.0,2388.0,2388.0,2802.0,2950.0,3145.0,3526.0,3912.0,4151.0,4399.0,4641.0,4787.0,4971.0,5162.0,5450.0,5621.0,5959.0,6175.0,6401.0,6677.0,7016.0,7261.0,7526.0,7839.0,8068.0,8344.0,8733.0,8915.0,9302.0,9855.0,10162.0,10578.0
208,,Algeria,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,12.0,12.0,17.0,17.0,20.0,20.0,20.0,25.0,25.0,26.0,37.0,49.0,60.0,60.0,72.0,82.0,94.0,94.0,201.0,231.0,264.0,264.0,305.0,367.0,409.0,454.0,511.0,584.0,847.0,986.0,986.0,1251.0,1251.0,1423.0,1468.0,1572.0,1666.0,1761.0,1825.0,1914.0,1983.0,2070.0,2160.0,2268.0,2418.0,2534.0,2629.0,2718.0,2811.0,2910.0,3007.0,3127.0,3256.0,3382.0,3517.0,3649.0,3848.0,4006.0,4154.0,4295.0,4474.0,4648.0,4838.0,4997.0,5182.0,5369.0,5558.0,5723.0,5891.0,6067.0,6253.0,6442.0,6630.0,6821.0,7019.0,7201.0,7377.0,7542.0,7728.0,7918.0,8113.0,8306.0,8503.0,8697.0,8857.0,8997.0,9134.0,9267.0,9394.0,9513.0
209,,Ghana,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,6.0,6.0,9.0,11.0,16.0,19.0,24.0,27.0,53.0,68.0,132.0,137.0,137.0,152.0,152.0,152.0,195.0,204.0,204.0,205.0,205.0,214.0,287.0,313.0,313.0,378.0,408.0,566.0,566.0,636.0,636.0,641.0,641.0,834.0,1042.0,1042.0,1042.0,1154.0,1154.0,1279.0,1279.0,1550.0,1550.0,1671.0,1671.0,2074.0,2074.0,2169.0,2169.0,2719.0,2719.0,2719.0,3091.0,4012.0,4263.0,4263.0,4700.0,5127.0,5408.0,5530.0,5638.0,5735.0,5735.0,5735.0,6096.0,6096.0,6269.0,6486.0,6617.0,6683.0,6808.0,6964.0,7303.0,7303.0,7616.0,7768.0,7881.0,8070.0
210,,Cameroon,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,10.0,15.0,22.0,27.0,40.0,72.0,72.0,70.0,75.0,75.0,91.0,113.0,139.0,139.0,139.0,246.0,246.0,555.0,555.0,555.0,555.0,730.0,730.0,803.0,803.0,803.0,803.0,855.0,855.0,855.0,1016.0,1016.0,1016.0,1163.0,1163.0,1163.0,1401.0,1403.0,1518.0,1621.0,1621.0,1705.0,1806.0,1832.0,2069.0,2077.0,2077.0,2077.0,2265.0,2265.0,2265.0,2265.0,2335.0,2579.0,2579.0,2689.0,2800.0,2954.0,3047.0,3047.0,3047.0,3529.0,3529.0,3733.0,4288.0,4400.0,4400.0,4400.0,4890.0,5436.0,5436.0,5436.0,5436.0,5659.0,5904.0,6397.0
211,,Guinea,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,8.0,8.0,16.0,16.0,16.0,30.0,52.0,52.0,111.0,111.0,111.0,144.0,164.0,194.0,194.0,250.0,250.0,319.0,363.0,404.0,438.0,438.0,477.0,477.0,622.0,688.0,761.0,862.0,954.0,996.0,1094.0,1163.0,1240.0,1351.0,1495.0,1537.0,1586.0,1650.0,1710.0,1811.0,1856.0,1927.0,2009.0,2042.0,2146.0,2146.0,2298.0,2372.0,2473.0,2531.0,2658.0,2727.0,2796.0,2863.0,2927.0,3067.0,3114.0,3176.0,3275.0,3322.0,3358.0,3446.0,3553.0,3656.0,3706.0,3771.0,3844.0
212,,Senegal,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,21.0,26.0,27.0,27.0,36.0,38.0,38.0,56.0,67.0,79.0,86.0,99.0,105.0,119.0,119.0,142.0,162.0,175.0,190.0,195.0,207.0,219.0,222.0,226.0,237.0,244.0,250.0,265.0,278.0,280.0,291.0,299.0,314.0,335.0,342.0,350.0,367.0,377.0,412.0,442.0,479.0,545.0,614.0,671.0,735.0,823.0,882.0,933.0,1024.0,1115.0,1273.0,1271.0,1329.0,1433.0,1492.0,1551.0,1634.0,1709.0,1886.0,1995.0,2105.0,2189.0,2310.0,2429.0,2480.0,2544.0,2617.0,2714.0,2815.0,2909.0,2976.0,3047.0,3130.0,3161.0,3253.0,3348.0,3429.0,3535.0,3645.0,3739.0
213,,Democratic Republic of the Congo,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,7.0,14.0,14.0,23.0,30.0,36.0,45.0,51.0,54.0,58.0,68.0,81.0,98.0,109.0,123.0,134.0,134.0,148.0,161.0,161.0,183.0,207.0,215.0,215.0,223.0,235.0,241.0,254.0,267.0,287.0,287.0,327.0,332.0,350.0,359.0,359.0,394.0,416.0,442.0,459.0,471.0,491.0,500.0,572.0,604.0,674.0,682.0,682.0,705.0,797.0,897.0,937.0,991.0,1024.0,1102.0,1169.0,1242.0,1298.0,1369.0,1454.0,1454.0,1537.0,1730.0,1834.0,1944.0,1944.0,2140.0,2140.0,2304.0,2402.0,2659.0,2832.0,2832.0,2965.0,3048.0,3194.0
214,,C??te d?€?Ivoire,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,6.0,6.0,9.0,9.0,9.0,9.0,25.0,25.0,72.0,80.0,80.0,92.0,140.0,165.0,169.0,169.0,190.0,190.0,203.0,245.0,245.0,323.0,349.0,384.0,384.0,480.0,533.0,533.0,626.0,638.0,654.0,688.0,742.0,742.0,847.0,879.0,916.0,952.0,1004.0,1077.0,1111.0,1150.0,1164.0,1183.0,1238.0,1275.0,1275.0,1362.0,1398.0,1432.0,1464.0,1516.0,1571.0,1602.0,1667.0,1700.0,1730.0,1857.0,1912.0,1971.0,2017.0,2061.0,2109.0,2119.0,2153.0,2231.0,2301.0,2341.0,2366.0,2376.0,2423.0,2477.0,2556.0,2641.0,2750.0,2799.0,2833.0,2951.0
215,,Gabon,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,18.0,21.0,21.0,21.0,21.0,24.0,24.0,44.0,44.0,49.0,57.0,57.0,80.0,87.0,95.0,95.0,108.0,109.0,120.0,156.0,166.0,166.0,172.0,176.0,176.0,176.0,238.0,276.0,276.0,308.0,335.0,335.0,367.0,397.0,397.0,504.0,620.0,661.0,661.0,802.0,863.0,1004.0,1104.0,1209.0,1320.0,1320.0,1432.0,1502.0,1567.0,1567.0,1728.0,1934.0,1934.0,2135.0,2238.0,2319.0,2431.0,2613.0,2613.0,2655.0,2655.0
216,,Kenya,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,7.0,7.0,7.0,7.0,15.0,16.0,25.0,25.0,25.0,25.0,25.0,25.0,38.0,50.0,81.0,110.0,122.0,122.0,142.0,142.0,172.0,179.0,184.0,189.0,191.0,197.0,208.0,216.0,225.0,234.0,246.0,262.0,270.0,281.0,296.0,303.0,320.0,336.0,343.0,355.0,363.0,374.0,384.0,396.0,411.0,435.0,466.0,490.0,535.0,582.0,607.0,621.0,649.0,672.0,700.0,715.0,737.0,758.0,781.0,830.0,887.0,912.0,963.0,1029.0,1109.0,1161.0,1192.0,1214.0,1286.0,1348.0,1471.0,1618.0,1745.0,1888.0,1962.0,2021.0
217,,Guinea-Bissau,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,15.0,18.0,18.0,33.0,33.0,33.0,35.0,35.0,38.0,39.0,39.0,40.0,43.0,46.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,52.0,53.0,73.0,73.0,77.0,201.0,257.0,260.0,292.0,292.0,292.0,508.0,508.0,508.0,642.0,642.0,761.0,820.0,836.0,913.0,913.0,913.0,990.0,1038.0,1038.0,1089.0,1109.0,1114.0,1114.0,1173.0,1173.0,1173.0,1173.0,1195.0,1256.0,1256.0,1322.0,1339.0
218,,Mali,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,18.0,18.0,18.0,18.0,28.0,28.0,36.0,39.0,39.0,39.0,47.0,56.0,59.0,74.0,87.0,87.0,116.0,123.0,144.0,171.0,190.0,216.0,224.0,246.0,258.0,293.0,309.0,325.0,370.0,389.0,408.0,424.0,482.0,490.0,508.0,544.0,563.0,580.0,612.0,631.0,650.0,668.0,692.0,704.0,712.0,730.0,758.0,779.0,806.0,835.0,860.0,874.0,901.0,931.0,931.0,969.0,1015.0,1030.0,1059.0,1077.0,1116.0,1194.0,1226.0,1250.0,1265.0,1315.0
219,,Ethiopia,African Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,6.0,9.0,9.0,9.0,11.0,11.0,12.0,12.0,12.0,16.0,16.0,21.0,23.0,26.0,26.0,31.0,35.0,38.0,43.0,43.0,52.0,55.0,56.0,65.0,69.0,71.0,74.0,82.0,85.0,92.0,96.0,105.0,108.0,111.0,114.0,116.0,116.0,117.0,122.0,123.0,124.0,126.0,130.0,131.0,133.0,133.0,135.0,140.0,145.0,162.0,191.0,194.0,210.0,239.0,250.0,261.0,263.0,272.0,287.0,306.0,317.0,352.0,365.0,389.0,399.0,433.0,494.0,582.0,655.0,701.0,731.0,831.0,968.0,1063.0,1172.0,1257.0
